timestamp_utc,lat,lon,alt_m,gps_quality,pm25_ugm3,pm10_ugm3,temp_c,humidity_pct,pressure_hpa,voc_ohm,mq135_v,quality_flag
2026-06-11T17:40:06.124324+00:00,8.893185610305332,76.61412980035911,9.675033063643404,1,45.947366694413525,63.422582363563315,27.52638256654778,63.80803714502722,1010.6165419464193,123836.0157883674,1.286734082248775,0
2026-06-11T17:40:07.100142+00:00,8.893185022089401,76.61414826377478,9.854247200624508,1,44.40172801996,57.839183680895836,27.6524145276606,64.6835897202122,1010.6204412892795,122682.76454590909,1.2921370548457591,0
2026-06-11T17:40:08.112599+00:00,8.893182944607295,76.61412550389731,10.22170990473621,1,44.79987598742749,57.72841080548505,27.76822152783008,63.175347845872196,1010.500551191216,123465.5837768615,1.2157831807791724,0
2026-06-11T17:40:09.126472+00:00,8.893211097205228,76.61412064780374,10.387619702372687,1,45.81487091052189,63.22492713754904,28.034822630364637,66.98634596099194,1010.637806531841,115431.32172462925,1.2320955669756974,0
2026-06-11T17:40:10.139590+00:00,8.893231778651987,76.61409202882443,10.062761342730806,1,46.09597079081597,55.50664707233776,27.98846870746852,65.39467325625758,1010.5241661581679,119262.70822792973,1.2889069027918203,0
2026-06-11T17:40:11.143946+00:00,8.893223358255115,76.61408233027316,10.43876637395967,1,43.19692770175594,58.181181581022486,27.75782371146816,63.03936411157016,1010.5441713731518,116459.39751229089,1.254501717120375,0
2026-06-11T17:40:12.146216+00:00,8.893241417976391,76.61406443641708,10.054837420545049,1,45.88110663687406,63.90872621184828,28.356486869875855,66.01334763647381,1010.4969037658799,123952.11544458373,1.2794823275815002,0
2026-06-11T17:40:13.165917+00:00,8.89322898736842,76.6140871033446,10.003129592458313,1,43.093607191255785,58.70799354211545,27.841698012243732,63.12783994725739,1010.3948447501607,122109.55828484485,1.2028843668017024,0
2026-06-11T17:40:14.175131+00:00,8.89323037912335,76.61407511364511,9.969565300428748,1,44.432458998699545,58.56089436829283,28.425472200323675,66.57082185886138,1010.47126675338,120246.15499323737,1.2874614335470922,0
2026-06-11T17:40:15.203038+00:00,8.893219183541474,76.61407473953115,10.0537181360964,1,45.4118901139162,63.03660497451837,28.009309576457806,66.05628213294217,1010.4197591603269,115313.2092648696,1.221105126751801,0
2026-06-11T17:40:16.213140+00:00,8.893197690138283,76.61409212937741,10.435972829324271,1,44.81019550499262,53.98522257172211,27.533473260481184,64.33485865456626,1010.4150524777094,118324.5558677985,1.2706766560780796,0
2026-06-11T17:40:17.225168+00:00,8.893175231213553,76.61406453300229,10.099400269042158,1,45.264159623677706,60.796981176957274,27.52340819422139,66.59925834030985,1010.5763024987001,123311.86846219597,1.2169254652263266,0
2026-06-11T17:40:18.236969+00:00,8.893195753094748,76.61403888895022,9.932127118526008,1,43.232948359996406,54.58914841151183,27.594647505065286,64.68214860751647,1010.3249382361602,119041.65498999039,1.2137704825955846,0
2026-06-11T17:40:19.232844+00:00,8.893195349343154,76.61401838876797,10.13782357232734,1,46.49664084782245,59.55892382669874,27.91149082585536,64.48839152622456,1010.5693051627429,123134.9228242068,1.2406062271527907,0
2026-06-11T17:40:20.249634+00:00,8.893193106374913,76.61404604994215,9.869264657841645,1,45.36152158557299,54.75504487351167,28.258841766153335,63.175307442784685,1010.5164554999914,120871.09438943505,1.2995240869812161,0
2026-06-11T17:40:21.264773+00:00,8.893218997509537,76.61406850923566,9.959513225476234,1,46.03587081517383,60.30375896576939,27.6045516701352,64.07506922476149,1010.3081716001163,120448.21157632562,1.2152513805112508,0
2026-06-11T17:40:22.258654+00:00,8.893194294112254,76.61407433946829,9.889328743668045,1,46.063731738698664,61.553055670605154,27.68651090405819,64.39404293648424,1010.6314146517107,123237.36475448954,1.2286115007582712,0
2026-06-11T17:40:23.271588+00:00,8.893196049797412,76.61409352693308,9.534389644148444,1,44.16096191620388,53.95498096935806,28.258911883752738,63.83039865357484,1010.625767850062,122024.03042459814,1.2040608932743628,0
2026-06-11T17:40:24.297343+00:00,8.893171558303845,76.6140792275002,9.254514173225134,1,43.768628076969414,54.9919905772817,27.851230902538926,63.28511056802178,1010.5947495061614,122560.18810854545,1.2529358392089953,0
2026-06-11T17:40:25.280262+00:00,8.893144106525586,76.61409985610901,9.355962622902137,1,45.50537799746071,63.58259264674074,27.526920320247495,65.84608595470092,1010.401104577024,119497.15376981365,1.2487794148031195,0
2026-06-11T17:40:26.294704+00:00,8.893142843661694,76.6141233171473,8.970603853984063,1,45.48067493009961,59.16857890887813,28.19703698571686,66.79416488855681,1010.5462729023978,116460.07663220399,1.2988652108560546,0
2026-06-11T17:40:27.308250+00:00,8.893159006669261,76.61409957936506,8.895329003330346,1,44.48961477535818,59.869656921365475,28.251278869670678,64.7721158969887,1010.5405816810197,117700.06235968249,1.2565502270077713,0
2026-06-11T17:40:28.322479+00:00,8.893180361608291,76.61407636277877,8.832315702728556,1,45.604776508491774,57.778480586058386,27.720673507185243,65.93704045684835,1010.35273137208,121997.25880409918,1.2881085610423606,0
2026-06-11T17:40:29.332880+00:00,8.89320514337755,76.61407096849408,9.122036572204527,1,43.13937621272566,58.88924405755045,27.680618930430914,63.56531492738026,1010.5554155333368,116741.69405313955,1.2849164226189513,0
2026-06-11T17:40:30.332168+00:00,8.8932079912506,76.61408036573775,9.025441149855663,1,45.438027081653864,58.94328757811211,28.17922905342317,66.26306005379911,1010.524578621895,117558.15805089603,1.2151634632674901,0
2026-06-11T17:40:31.359279+00:00,8.893223902482525,76.61405658278963,8.827561540951551,1,44.07440571060296,61.10349630761368,28.21765741902366,64.40589175184627,1010.3306290807888,117396.3511470033,1.2890916723088683,0
2026-06-11T17:40:32.370187+00:00,8.893194100367964,76.61406365437391,9.219729098142745,1,44.2078473417528,58.45005994402557,28.430946403010523,63.06722614480098,1010.403415190623,123227.10431832606,1.286885986323557,0
2026-06-11T17:40:33.381702+00:00,8.893188723127798,76.61405542158307,9.583254416278114,1,45.60567012914807,54.905961503173074,27.733453471633155,66.62384282006397,1010.5525097888661,123391.57941724721,1.2776223592038045,0
2026-06-11T17:40:34.386423+00:00,8.893167662048956,76.61404419891748,9.57453622122454,1,43.11599727242802,54.110275907280794,27.99968946253975,65.00256686146224,1010.6339959054925,116469.74867070973,1.272939471870027,0
2026-06-11T17:40:35.397085+00:00,8.89314177394407,76.6140213016115,9.366308194359895,1,46.3718547117754,56.95923440205573,27.995375241078843,64.861024895454,1010.3632801413977,123895.44791708169,1.238892208161671,0
2026-06-11T17:40:36.405619+00:00,8.893115528599338,76.61401061807561,9.75738192597067,1,43.0710733661781,52.23048080003877,28.34637360340605,66.16121598705877,1010.4404883527305,118856.54323010334,1.2229035706178686,0
2026-06-11T17:40:37.412686+00:00,8.893115120876603,76.614019833237,9.692483166149165,1,45.30014444860546,60.399219730559906,28.465473669967587,64.03905175676333,1010.6425230568675,120274.95764461913,1.2678847761759098,0
2026-06-11T17:40:38.413238+00:00,8.893116654893628,76.61399254205519,9.467618170375983,1,43.95496765315903,56.65690377521842,28.020338093820577,63.90074549346875,1010.6135270128108,121151.23829031014,1.295422991242392,0
